latitude,longitude,close_date,close_price
36.315295,-98.005695,08/10/2014 05:54:52,718997.0478
36.667098,-97.98784,08/18/2014 05:41:22,204998.1201
36.14843,-98.38929,08/18/2014 12:14:06,142763.7692
36.213202,-98.73292,08/14/2014 11:27:05,173434.6977
36.47659,-98.24238,07/09/2014 22:01:09,124612.0832
36.16441,-98.29189,07/26/2014 18:49:46,212766.0475
36.32235,-98.03527,08/13/2014 18:19:48,346074.1487
36.348056,-98.346675,08/08/2014 21:15:20,142387.0974
35.85218,-100.97565,07/21/2014 16:56:43,255961.3052
36.440825,-97.733066,08/16/2014 22:04:21,158072.2393
36.496913,-97.96735,07/27/2014 14:04:10,241807.8833
36.670554,-97.945186,08/01/2014 15:25:01,239186.6315
36.267203,-99.089016,08/19/2014 14:03:39,94745.3792
36.322986,-98.53873,08/20/2014 23:41:32,53511.59374
36.44316,-97.74611,08/09/2014 09:18:32,379523.5466
36.394603,-97.73119,08/13/2014 11:46:31,165216.1897
36.59841,-98.04244,08/14/2014 05:07:45,305113.3995
35.205388,-100.24724,08/08/2014 02:16:05,-81436
36.415057,-98.065044,08/14/2014 21:25:06,891121.2796
35.939856,-101.05351,08/05/2014 22:31:47,110469.2411
36.48025,-98.06595,08/12/2014 19:18:46,420931.455
36.46931,-97.9009,08/18/2014 20:25:44,249373.5221
36.53188,-98.138614,07/18/2014 21:20:00,178589.1155
36.651023,-98.10211,06/21/2014 12:10:26,213167.0215
36.086116,-98.60693,08/18/2014 10:40:32,103566.8342
36.472003,-98.06116,08/14/2014 15:08:34,289261.9177
36.60559,-98.39981,07/05/2014 07:22:12,-50809
36.317145,-98.03928,08/09/2014 21:16:57,401914.023
36.097907,-98.38203,06/30/2014 16:01:25,173385.3776
36.13338,-98.22659,08/08/2014 18:18:57,119329.8328
36.24047,-97.8964,08/08/2014 10:50:35,33892.99644
36.18735,-98.41613,08/14/2014 09:53:58,153138.8394
36.460387,-98.36384,08/20/2014 16:05:05,164660.7907
36.340636,-98.049045,01/09/2014 19:03:06,295818.8728
36.496707,-97.951656,05/19/2014 13:10:48,259076.0406
36.607787,-98.38559,07/05/2014 20:18:20,295717.0702
36.38737,-98.53632,07/31/2014 21:54:59,192630.5941
36.556804,-98.31967,08/12/2014 23:04:30,165627.1585
36.535075,-98.30099,08/13/2014 14:44:59,182256.0034
36.639895,-98.135204,07/21/2014 17:32:46,448895.9747
36.496096,-98.150875,08/06/2014 16:28:27,145448.6455
36.304324,-97.9214,08/01/2014 23:03:39,55394.95911
36.629054,-98.11038,08/10/2014 02:59:48,1322178.396
36.741153,-98.23657,08/16/2014 13:24:51,144856.6689
36.185298,-98.174076,08/10/2014 02:17:12,99409.76115
36.239913,-98.665905,08/18/2014 12:22:10,239723.6424
36.457682,-98.370815,08/13/2014 14:26:52,301144.5973
36.164622,-98.17906,08/09/2014 11:02:12,96338.61612
36.585315,-98.04844,08/10/2014 17:57:15,275874.4606
36.39029,-98.671306,08/01/2014 06:25:26,158870.288
35.967147,-101.004245,08/13/2014 19:34:09,59000.0684
36.150374,-98.38964,08/10/2014 12:38:18,118065.7065
36.402823,-98.06546,08/14/2014 00:21:57,1646126.318
36.613303,-98.055835,08/17/2014 12:59:34,220165.1751
36.286372,-98.06961,08/13/2014 04:23:03,334231.5015
36.35412,-98.2072,08/04/2014 02:00:21,297114.9445
36.227782,-98.34651,07/27/2014 00:46:53,127094.1043
36.5009,-98.13432,06/13/2014 14:20:40,158910.443
36.424685,-98.57603,08/21/2014 23:22:36,212213.1905
36.429065,-98.541385,08/10/2014 14:53:39,282856.267
36.625636,-97.90156,08/07/2014 22:54:39,189607.3071
36.63913,-98.06277,08/08/2014 19:51:50,227756.874
36.675,-98.15641,08/21/2014 08:00:37,228135.4211
36.529467,-98.2917,07/24/2014 05:55:05,208872.7584
36.53117,-98.14403,08/04/2014 09:02:30,198968.3547
36.419608,-98.55442,07/29/2014 00:48:30,351356.8688
36.57414,-98.00303,08/07/2014 23:21:05,206980.7377
-1.762481109,162.4044087,07/02/2014 16:49:46,129689.7696
36.240275,-98.64547,08/07/2014 19:51:43,117521.721
16.46367163,130.2085064,08/11/2014 04:02:52,73693.53321
36.60133,-97.97817,08/14/2014 12:50:58,303337.0819
36.62869,-98.14286,08/15/2014 11:43:09,292344.9489
36.05236,-98.18972,08/19/2014 03:44:54,327557.4629
37.256797,-97.81513,08/14/2014 00:25:14,60712.85279
36.319396,-99.039005,07/04/2014 12:20:37,264946.2985
36.137217,-98.32824,08/20/2014 14:12:09,280713.6707
36.223864,-97.277416,08/14/2014 17:48:09,61177.3714
36.139937,-98.42402,06/27/2014 15:38:09,239635.6959
36.385222,-98.53722,06/30/2014 20:25:36,188119.2972
36.227157,-98.372455,06/08/2014 04:42:38,57351.59924
36.24648,-97.831424,08/13/2014 18:16:52,116106.0535
36.254958,-98.12566,08/19/2014 15:47:21,316094.4221
36.69197,-98.04989,08/17/2014 17:54:04,290228.4083
36.73372,-97.94944,08/09/2014 10:10:51,199930.7864
36.471827,-98.01105,08/12/2014 14:05:52,116708.0753
83.17542709,66.84688303,08/18/2014 08:59:24,274230.9876
36.00821,-98.63892,08/06/2014 20:14:41,124452.5242
36.633937,-97.37359,08/12/2014 16:38:48,36706.06233
36.666964,-98.385974,07/09/2014 10:12:49,191866.9522
36.465075,-98.532856,07/02/2014 00:01:38,135006.0722
36.366755,-98.22057,08/13/2014 16:37:26,263329.3256
35.924453,-98.14357,08/17/2014 21:01:48,197200.1155
25.00337418,125.5291025,07/03/2014 04:55:41,-47828
36.624503,-98.11521,08/18/2014 05:31:40,554210.4928
37.151385,-98.63914,08/15/2014 17:05:42,128710.2429
36.067687,-98.15644,08/07/2014 01:20:50,199616.4831
36.727446,-98.41496,01/05/2014 20:11:03,130798.5554
36.521544,-97.94975,01/21/2014 00:42:09,116865.6013
36.661773,-98.36845,08/11/2014 04:01:46,155496.4968
35.84338,-97.8992,08/17/2014 17:53:03,40041.23467
36.409335,-98.10089,08/03/2014 04:15:13,1069074.879
35.994937,-98.13858,01/28/2014 09:41:13,222988.579
36.053176,-98.53531,07/02/2014 19:47:35,277952.6109
36.26559,-99.072475,08/15/2014 23:06:11,143154.4778
36.665515,-97.95131,08/20/2014 08:59:12,235095.5295
36.50177,-97.99051,08/15/2014 09:15:39,100785485
36.23426,-98.50641,07/08/2014 04:08:25,54762.15175
36.20711,-98.65075,08/21/2014 19:40:56,492920.8203
36.19397,-97.72362,08/09/2014 16:56:18,104845.257
36.476558,-98.37643,08/12/2014 20:32:29,208049.3774
36.391745,-98.624744,08/10/2014 12:39:53,204605.4746
36.496856,-98.120815,07/07/2014 07:21:44,321817.574
36.31833,-98.84951,08/09/2014 06:39:01,564719.8601
36.45658,-97.96317,08/08/2014 03:12:27,176930.3598
18.635819,30.54578179,08/16/2014 01:58:53,288687.8172
36.70914,-97.988124,08/13/2014 02:06:01,202120.6934
36.65116,-98.05533,07/10/2014 15:35:27,204552.9901
36.55421,-98.03254,07/08/2014 20:16:32,274919.2208
38.23313605,-77.92381676,08/05/2014 09:09:17,438960.3683
36.628543,-97.88406,08/19/2014 04:24:34,500674.5057
36.58834,-97.71814,08/10/2014 08:08:51,59743.29731
36.616816,-97.852184,08/15/2014 14:41:00,815623.4171
36.65113,-98.14221,08/10/2014 17:52:26,310313.9288
36.28952,-97.91717,07/01/2014 22:00:36,116254.2634
36.387523,-98.45492,06/28/2014 14:07:06,341241.8655
36.358916,-98.04407,08/05/2014 06:50:42,1316550.006
36.59805,-98.000194,08/20/2014 15:18:19,231781.3473
36.39303,-98.389934,07/19/2014 19:08:50,255835.3837
36.27514,-98.3558,08/07/2014 01:20:42,165624.0342
36.38968,-98.5092,08/19/2014 10:16:13,113305.3696
36.668914,-97.63487,01/16/2014 08:23:43,72768.74614
36.135955,-98.38425,01/14/2014 10:40:20,125519.6756
36.44714,-97.899166,01/17/2014 18:55:50,116779.7295
36.145423,-98.40037,08/13/2014 18:59:35,156411.3412
36.603976,-98.35067,07/02/2014 11:19:10,430924.8484
36.675464,-97.966304,08/13/2014 11:29:10,172783.3367
36.64676,-98.38605,08/15/2014 02:28:35,151915.5939
36.28181,-98.34111,08/18/2014 11:55:18,127954.0713
36.181548,-98.90463,01/25/2014 06:53:31,303094.5549
35.88655,-100.99022,08/04/2014 06:42:27,161638.7431
36.71688,-97.98602,07/08/2014 07:10:02,406884.6724
-40.9292397,72.50061873,07/05/2014 08:05:41,244085.9892
36.484866,-98.6531,06/12/2014 02:28:18,179082.8382
36.60918,-98.54033,07/11/2014 08:42:36,283912.3355
36.249385,-98.12766,08/20/2014 06:04:34,224852.59
36.671252,-98.15092,08/04/2014 05:57:12,619846.4604
36.587603,-98.345935,08/07/2014 03:40:11,249723.7017
36.373717,-98.06131,08/17/2014 18:55:16,699974.4973
36.1503,-98.37755,07/16/2014 18:56:44,142376.1516
36.579055,-98.31849,07/02/2014 14:22:36,204846.5909
35.79196,-97.43438,02/25/2014 15:01:18,425713.0114
36.262683,-97.87516,07/06/2014 03:22:59,67830.03233
36.707194,-98.01577,08/16/2014 21:20:01,243228.8146
36.64823,-98.12885,08/04/2014 11:43:14,431644.4831
36.5414,-98.07244,08/05/2014 16:28:47,856179.8235
36.53238,-97.78742,08/17/2014 19:56:35,254334.0421
36.310267,-98.01221,06/30/2014 02:28:23,526277.6604
36.390254,-98.7126,08/09/2014 16:08:32,171216.574
35.94897,-98.35744,08/08/2014 21:33:53,113699.3184
36.594252,-98.155826,08/05/2014 22:39:57,162457.7544
36.07495,-98.338825,08/17/2014 19:36:47,382795.5466
36.06864,-97.76348,08/10/2014 08:24:10,171277.7298
36.356616,-98.596614,08/07/2014 21:10:59,39962.77209
36.458243,-97.93777,07/10/2014 02:38:18,142358.4663
36.093013,-98.433445,08/10/2014 01:58:53,145523.9955
36.268447,-97.72093,07/19/2014 02:05:48,172316.4619
36.45805,-99.681224,08/16/2014 08:10:34,20327.6008
36.376716,-97.88609,08/09/2014 14:30:04,148911.4415
36.42543,-98.572666,08/12/2014 14:49:04,266327.5494
36.289836,-98.079784,12/25/2015 16:40:52,1205840.397
36.122283,-98.053875,08/06/2014 01:54:07,113714.0194
36.675444,-97.99185,08/16/2014 11:04:52,725154.1985
36.20296,-98.86861,08/18/2014 21:55:47,163773.6262
36.1023,-98.38685,08/15/2014 13:35:03,268536.6841
36.039237,-98.626834,08/16/2014 16:48:09,135616.1653
36.145854,-98.48094,08/21/2014 22:20:59,318679.0846
36.65131,-98.386615,08/08/2014 04:55:39,182928.9502
36.252925,-97.67955,08/14/2014 13:06:14,157951.7843
36.435286,-98.22973,08/10/2014 02:01:52,315824.6799
36.5259,-98.327434,08/16/2014 08:56:38,179940.2234
-62.11095047,99.7038828,08/09/2014 14:04:44,100996099
36.235156,-98.329525,08/12/2014 10:15:35,43788.47281
36.729583,-98.17457,08/12/2014 16:13:05,165112.0352
36.592948,-98.06176,08/20/2014 14:05:06,374270.9977
36.670413,-97.632114,08/10/2014 15:22:51,115421.0336
35.94703,-101.04215,08/20/2014 18:45:37,114382.2456
36.64581,-98.328365,08/18/2014 06:38:25,59849.21006
36.669825,-98.13315,08/19/2014 07:10:11,468509.0672
36.165156,-98.42884,07/28/2014 06:59:29,-24843
36.65676,-98.14945,08/15/2014 09:01:35,263654.8975
36.552318,-98.59267,08/16/2014 02:54:23,123803.3607
36.523635,-98.13106,08/18/2014 13:42:43,233171.0223
36.689666,-97.98761,08/11/2014 03:10:57,485715.4591
36.594916,-98.046184,08/02/2014 20:17:51,304442.775
36.3936,-98.55698,08/17/2014 05:53:54,157011.216
36.7233,-97.982204,08/18/2014 04:08:47,277596.6456
36.577666,-98.313205,08/12/2014 18:47:05,168593.0877
36.665503,-98.13128,08/20/2014 00:21:55,335459.668
36.400084,-97.67095,08/17/2014 08:56:12,318235.1856
36.672576,-97.98857,08/17/2014 04:54:15,388103.756
35.53147,-97.78441,08/11/2014 09:15:04,275974.7506
36.039424,-98.57184,08/11/2014 23:27:30,69553.90741
35.62909,-97.757366,08/13/2014 22:47:47,75117.68455
36.211955,-98.26156,08/12/2014 23:26:47,146659.3117
36.331294,-98.0602,08/18/2014 00:36:56,1947727.041
36.311107,-97.96663,08/13/2014 20:24:38,204100.6823
36.203334,-98.61259,08/12/2014 09:36:17,51818.33345
36.631637,-97.90995,08/07/2014 12:29:15,225275.6837
36.1145,-98.17729,12/22/2015 16:13:54,177114.0914
36.384704,-97.84169,07/13/2014 19:01:51,149889.4025
36.62651,-97.927166,08/16/2014 10:45:50,321900.1467
36.564383,-98.321735,08/17/2014 21:22:01,190543.3406
36.360522,-98.3876,08/13/2014 07:39:05,116193.533
36.360846,-97.95462,08/15/2014 18:15:39,129649.4779
36.45217,-97.748165,08/03/2014 02:53:44,295513.0985
36.375953,-97.89366,08/14/2014 20:24:51,160398.4822
36.460006,-98.06599,08/20/2014 09:57:04,231232.1037
36.403804,-98.2244,08/15/2014 14:17:05,100018411
36.194274,-98.39072,08/18/2014 06:54:20,121708.3349
69.60262079,70.32492375,08/11/2014 17:02:15,455697.7598
36.456893,-98.558376,08/18/2014 00:16:35,221595.6853
35.96256,-101.045665,08/07/2014 19:41:08,115424.617
36.35849,-98.42562,08/08/2014 20:25:47,79574.75981
-53.15937383,-141.5653278,08/11/2014 13:38:04,1656400.142
36.17344,-98.7293,08/08/2014 00:40:03,108370.1913
36.21901,-97.86422,08/14/2014 16:23:26,101773.1843
36.317748,-98.45546,08/20/2014 22:28:24,99385.45141
36.433116,-98.42632,08/07/2014 07:00:15,733924.1644
-31.62983789,-138.4904442,08/14/2014 00:59:49,170228.5687
36.484763,-97.88936,08/13/2014 16:37:49,388653.4677
36.140963,-98.376,08/04/2014 15:37:14,188115.924
36.42176,-98.575115,07/15/2014 08:45:37,198341.4301
36.448897,-98.073635,08/14/2014 08:01:56,135216.6531
-11.252638,42.74802589,08/17/2014 01:24:05,473982.4673
36.620887,-97.75442,08/17/2014 20:11:21,138607.1722
36.53101,-97.72212,08/16/2014 20:18:04,212482.1827
36.39115,-98.51089,07/30/2014 12:48:50,109879.0166
36.25856,-97.89849,08/13/2014 17:10:09,60360.77522
36.653552,-98.361324,08/18/2014 03:10:01,217855.7839
36.71313,-98.00509,08/13/2014 22:32:34,201029.4766
35.309432,-99.93516,08/07/2014 12:53:41,210066.4539
36.486613,-97.99978,08/10/2014 06:09:07,520444.583
36.592997,-98.39925,08/10/2014 21:11:30,303524.9582
36.545257,-97.8556,08/04/2014 13:22:44,315429.2805
36.369307,-99.20567,08/16/2014 02:05:43,304391.2536
36.673118,-98.08119,08/15/2014 07:24:30,277372.089
36.07558,-98.5985,08/21/2014 16:01:39,167130.7164
36.446486,-97.958515,08/07/2014 01:20:58,117369.0383
36.157084,-98.32363,07/29/2014 08:37:32,104614.3022
36.441466,-97.92321,08/09/2014 03:41:05,172121.4879
36.35859,-98.591976,08/14/2014 22:38:36,140094.2916
36.00454,-98.53984,08/09/2014 17:23:35,239872.7837
36.710173,-97.95495,08/14/2014 22:46:20,254923.0721
36.446868,-97.909984,08/04/2014 01:18:24,156944.7945
36.105388,-98.44492,08/14/2014 11:42:32,336072.0007
36.204425,-99.06413,08/19/2014 07:18:43,141541.5449
36.400653,-98.52222,08/11/2014 04:19:13,112535.9963
36.117236,-98.20837,08/18/2014 01:31:50,291366.5341
36.455512,-97.905315,08/10/2014 15:19:39,161319.2509
36.48128,-98.17137,08/12/2014 19:56:13,301259.5737
36.066314,-98.60723,08/08/2014 19:59:58,100071851
36.250842,-97.161365,08/13/2014 07:40:16,93083.36767
36.51482,-98.28579,08/10/2014 04:34:02,200933.7741
35.83504,-96.534435,08/09/2014 19:22:44,147499.0488
36.180335,-98.50143,08/15/2014 13:40:31,228625.8726
36.149375,-98.65781,08/08/2014 07:57:57,152876.4619
37.337886,-97.96319,08/11/2014 12:53:01,32016.08251
36.01738,-98.615184,07/17/2014 10:14:02,140180.4159
36.436206,-98.234676,08/09/2014 22:13:47,404163.4109
36.441794,-98.49025,08/08/2014 12:32:03,352884.3298
36.741927,-97.95451,08/12/2014 16:46:17,248023.5785
36.78386,-97.8592,08/16/2014 20:43:55,183863.7143
35.95302,-99.05419,08/16/2014 09:34:16,207577.6594
36.208754,-98.457965,08/02/2014 02:29:17,125356.8814
37.250647,-97.82341,08/16/2014 10:37:33,68186.46918
36.374045,-97.974796,08/18/2014 10:48:55,251109.2081
36.451457,-98.44926,08/11/2014 18:17:59,626836.4939
36.694186,-98.14963,08/14/2014 07:33:13,273537.6702
36.541263,-98.11638,08/11/2014 04:45:38,401109.1883
36.473357,-98.256404,08/09/2014 06:08:00,257780.8952
36.67102,-97.96972,08/01/2014 19:30:38,218024.0245
36.587253,-98.148815,08/14/2014 20:14:53,141022.8
36.220305,-98.39383,08/13/2014 19:21:10,98533.65364
36.640326,-98.01644,08/09/2014 19:26:28,335097.1604
35.95431,-98.21302,08/18/2014 09:37:11,233044.3081
36.410876,-98.106975,08/16/2014 08:44:39,100124618
36.083323,-98.19946,08/11/2014 22:17:46,110794.2925
36.95103,-97.71166,07/29/2014 10:47:37,416467.1301
36.14823,-98.64355,08/16/2014 18:58:02,115818.2432
36.354827,-98.6007,07/15/2014 06:03:19,113660.103
-65.1990091,-173.9268641,08/13/2014 22:42:03,168294.0945
36.126265,-98.6596,08/07/2014 10:48:13,142226.5165
36.228007,-98.90102,08/17/2014 04:52:59,55761.211
36.306292,-97.74914,08/11/2014 05:14:45,138418.7954
36.089644,-98.47497,08/18/2014 05:16:15,336819.1573
36.199138,-97.72633,07/27/2014 01:36:11,144087.1207
36.64661,-97.908145,08/12/2014 09:28:13,440240.1201
36.509074,-98.07062,08/18/2014 04:39:55,274965.8758
-63.07285986,23.25763473,08/13/2014 11:24:45,327827.5345
36.56397,-98.29054,08/09/2014 08:50:39,252323.6412
36.619655,-98.068996,06/26/2014 08:36:33,347873.3645
37.186126,-97.84506,08/08/2014 20:09:28,-26207
36.92392,-98.004,07/14/2014 19:51:53,246981.3478
36.656592,-98.37417,07/10/2014 13:30:13,157772.0388
36.635714,-98.007335,07/12/2014 19:19:07,489611.6029
36.382117,-98.55613,08/19/2014 09:42:29,137079.3146
36.18134,-98.73241,07/10/2014 03:57:03,137725.4461
36.38271,-97.681,06/24/2014 05:26:16,453415.9338
35.93254,-98.104816,08/12/2014 17:42:19,120020.747
36.46139,-98.221805,07/16/2014 03:13:40,367483.6567
36.40892,-98.53155,07/14/2014 17:49:12,170388.5991
36.356486,-98.44876,06/21/2014 03:02:00,167236.7744
36.70247,-97.98689,08/08/2014 00:35:13,1077900.062
36.729773,-98.17785,08/09/2014 10:52:19,223141.1782
36.29968,-98.06946,08/09/2014 21:28:53,481488.9619
36.741286,-98.033885,07/02/2014 08:25:03,405602.2044
36.59947,-98.048175,07/03/2014 05:56:56,296185.5694
36.524737,-98.346965,08/20/2014 06:49:51,278391.9593
36.425273,-98.10579,08/11/2014 23:47:29,413761.9264
36.706546,-98.15802,07/01/2014 09:30:53,214358.1998
28.80085168,143.9695848,06/27/2014 01:06:04,53217.7204
36.317847,-98.44036,07/07/2014 09:32:13,78640.5442
36.37274,-97.92819,07/16/2014 21:13:53,84467.94603
36.34908,-98.244266,08/15/2014 07:29:43,97199.03205
36.41429,-98.02841,08/20/2014 21:56:38,100105251
36.382155,-98.13611,07/10/2014 20:21:36,237086.7668
36.506076,-97.71116,07/03/2014 16:00:00,296506.9988
36.509917,-98.13845,08/09/2014 01:57:17,117651.2566
36.657122,-97.94191,08/11/2014 15:39:18,229860.6475
36.234042,-98.6529,08/14/2014 12:06:27,80913.65639
36.367873,-98.10589,07/17/2014 14:43:59,313353.8092
35.349345,-99.67084,07/15/2014 13:58:29,64413.62648
35.95242,-99.008655,07/05/2014 19:08:38,111237.9562
36.53252,-97.85626,07/12/2014 01:06:32,198648.0567
36.67844,-98.33428,07/03/2014 07:31:39,240582.2657
36.28031,-97.97779,06/28/2014 19:43:35,66664.47716
36.50156,-98.49894,07/08/2014 22:12:13,211647.5011
36.477282,-98.39239,07/14/2014 13:36:20,604382.2579
36.411002,-98.41605,08/05/2014 20:54:42,476076.3902
36.48148,-98.09211,07/09/2014 05:08:16,296022.5158
36.071696,-98.47688,07/06/2014 11:26:12,370218.247
36.686355,-98.172145,07/10/2014 08:57:59,176342.2062
36.626956,-98.152,07/07/2014 02:43:28,404912.1638
36.39371,-98.07713,08/06/2014 07:35:34,1561929.963
36.367717,-97.903644,08/08/2014 18:40:59,83251.67388
36.260436,-98.52524,07/06/2014 22:07:33,134865.2742
36.41192,-98.55459,06/27/2014 17:33:52,195464.7761
36.260737,-97.848545,07/09/2014 04:01:14,122386.5784
36.486346,-98.06673,07/10/2014 01:14:20,450311.9478
36.73839,-98.12266,07/12/2014 03:52:08,288291.4805
36.683158,-97.972034,07/14/2014 16:43:30,170428.6031
36.1373,-98.64667,08/11/2014 00:57:42,82481.36332
37.23431737,-112.8296642,08/12/2014 08:21:19,176347.6326
36.038283,-98.622104,08/12/2014 08:51:01,114297.6877
36.58505,-97.931415,08/15/2014 03:53:37,191516.9322
36.658282,-97.958034,07/06/2014 15:48:38,226810.966
36.45278,-97.986644,07/05/2014 05:32:05,-35871
36.43057,-98.41619,08/10/2014 18:58:07,864577.3106
36.11413,-98.3096,06/27/2014 06:01:42,186218.3174
35.503058,-99.57318,08/09/2014 05:30:37,172314.6706
36.2608,-98.39331,08/13/2014 16:47:08,-7743
36.180053,-98.49017,07/03/2014 00:42:40,146520.3346
36.33985,-98.081066,08/19/2014 15:53:49,1986795.387
36.359965,-98.52774,07/07/2014 18:09:35,64654.56891
36.396308,-98.14453,07/04/2014 11:44:11,138344.5265
36.38186,-97.91216,07/09/2014 03:17:28,102247.8344
37.17522,-97.97844,07/02/2014 18:21:28,120813.0645
36.70565,-97.98372,06/30/2014 22:17:31,215702.8169
36.676207,-98.15246,07/31/2014 19:40:49,220928.506
36.58055,-97.94494,08/12/2014 02:06:07,145030.623
37.13972,-97.852245,07/03/2014 17:15:16,87065.02376
36.69269,-98.03005,06/24/2014 18:23:19,265021.6301
36.06126,-98.40291,07/06/2014 08:31:58,111977.0951
36.423053,-97.85852,08/16/2014 00:03:19,123674.1971
36.528247,-98.14377,08/20/2014 06:36:45,173844.6149
36.33065,-98.440044,08/08/2014 07:21:59,127677.4719
36.45039,-97.65317,07/15/2014 14:50:28,142763.5421
35.954078,-98.6327,07/08/2014 22:45:18,100925680
87.10690866,-59.6753066,08/12/2014 21:09:19,-31617
35.91155,-98.67363,07/08/2014 16:11:15,172800.1674
36.741206,-98.23369,08/12/2014 19:07:24,100430428
36.705825,-97.94775,07/14/2014 09:08:20,381189.1294
36.59335,-97.93035,08/12/2014 04:26:37,221566.6097
36.55419,-98.07329,07/05/2014 02:38:47,1415790.232
36.119635,-98.3825,07/11/2014 18:00:56,170471.396
36.363864,-98.004276,07/16/2014 06:58:39,486972.1953
36.37954,-97.74391,07/08/2014 02:40:23,380017.526
36.570243,-97.93396,07/10/2014 15:20:00,367777.429
36.789534,-98.05285,07/10/2014 16:07:52,150123.5621
36.372363,-98.428646,06/26/2014 16:37:17,168204.317
36.007712,-96.72861,07/15/2014 11:06:02,243308.1346
35.99396,-99.042644,07/06/2014 03:00:05,-17022
36.48394,-98.238025,07/12/2014 10:23:08,543727.4915
36.595527,-97.82376,07/09/2014 19:51:31,229632.1682
35.980117,-101.039005,07/07/2014 14:43:55,100946601
36.111182,-98.065715,07/11/2014 04:26:11,122133.5955
35.81624,-99.141666,07/06/2014 11:23:49,13951.37172
36.455947,-98.450374,07/14/2014 14:01:04,584088.6806
36.553363,-96.46135,07/16/2014 04:16:10,413718.0683
36.36451,-97.97682,07/09/2014 01:56:47,251624.5616
35.603614,-99.61081,07/15/2014 17:46:12,133979.2459
36.473285,-98.250515,07/02/2014 08:58:25,219987.1542
36.479796,-98.13026,07/15/2014 01:46:30,247384.1715
36.083934,-98.12608,06/28/2014 23:07:01,120634.2084
36.827876,-98.44786,07/08/2014 04:00:56,169196.5239
36.55891,-97.98064,07/03/2014 09:52:05,175045.9955
36.396636,-98.47467,07/02/2014 10:05:13,233240.0275
36.33307,-98.3526,07/11/2014 07:24:29,154631.8979
36.185286,-98.65909,07/10/2014 13:25:46,252646.1838
36.15016,-98.3048,07/06/2014 04:30:03,152258.9449
36.3662,-98.008914,07/04/2014 10:02:17,367913.4858
36.244758,-98.91386,07/05/2014 18:04:56,136408.0437
37.159377,-98.15193,07/13/2014 06:50:37,45438.10321
36.44138,-98.495464,07/15/2014 11:09:36,314385.8248
36.261336,-98.73565,07/14/2014 22:04:01,41332.06215
36.37167,-98.4932,07/13/2014 12:59:10,130599.8445
-18.93924042,81.66837951,07/03/2014 09:01:33,268826.3665
36.409396,-98.49649,06/30/2014 10:25:33,236689.5232
36.866416,-98.42454,06/10/2014 15:33:29,130660.035
36.15606,-98.423854,07/02/2014 01:28:25,113618.9654
36.260272,-98.6681,07/07/2014 19:25:37,82730.92613
36.123874,-98.63226,07/12/2014 07:44:24,118732.9868
35.6228,-97.75491,06/19/2014 03:34:06,78726.13561
36.39841,-98.48572,06/28/2014 18:35:54,309818.1712
36.253035,-98.74625,07/06/2014 23:15:19,100259849
